time,item,placed,arrived,qty,lead_time,factor
2026-09-06,14-B,309,336,10,26.504396,2.65044
2026-09-07,15-A,323,337,15,14.156429,1.415643
2026-09-07,15-C,323,337,10,14.452241,1.445224
2026-09-07,16P-D,316,337,10,20.860656,2.086066
2026-09-07,16P-D,330,337,10,7.406867,0.740687
2026-09-08,14-D,323,338,10,14.748965,1.474897
2026-09-08,16P-C,330,338,10,8.43272,0.843272
2026-09-08,17-B,330,338,10,8.14211,0.814211
2026-09-09,14-A,330,339,10,8.507049,0.850705
2026-09-09,15-B,330,339,20,9.416367,0.941637
2026-09-10,14-C,330,340,10,9.630181,0.963018
2026-09-10,15-A,330,340,15,9.977675,0.997767
2026-09-11,14-C,337,341,15,4.168273,0.416827
2026-09-11,15-D,330,341,10,11.428299,1.14283
2026-09-11,16P-B,330,341,10,11.453807,1.145381
2026-09-11,16P-D,323,341,10,18.010463,1.801046
2026-09-12,17-B,337,342,10,5.422516,0.542252
2026-09-13,17-A,330,343,10,13.472768,1.347277
2026-09-14,17-C,337,344,10,7.049629,0.704963
2026-09-16,15-B,337,346,10,9.070313,0.907031
2026-09-16,16P-C,337,346,10,9.314164,0.931416
2026-09-18,14-B,337,348,10,11.316904,1.13169
2026-09-19,14-B,344,349,15,5.124053,0.512405
2026-09-19,15-C,337,349,10,11.701769,1.170177
2026-09-20,15-D,337,350,10,12.947807,1.294781
2026-09-21,14-B,330,351,10,21.198462,2.119846
2026-09-21,14-C,344,351,10,7.206449,0.720645
2026-09-21,15-D,344,351,10,6.879026,0.687903
2026-09-21,16P-A,337,351,10,13.951908,1.395191
2026-09-21,16P-B,344,351,15,7.137053,0.713705
2026-09-21,17-D,344,351,10,6.970271,0.697027
2026-09-22,17-B,344,352,10,8.461951,0.846195
2026-09-23,14-D,337,353,10,16.449317,1.644932
2026-09-23,15-B,344,353,15,8.732183,0.873218
2026-09-23,16P-C,344,353,10,9.372439,0.937244
2026-09-24,15-A,344,354,10,10.024788,1.002479
2026-09-26,15-A,351,356,15,5.37462,0.537462
2026-09-28,16P-A,344,358,10,13.615049,1.361505
2026-09-28,17-A,351,358,10,7.211819,0.721182
2026-09-29,14-A,344,359,15,15.186854,1.518685
2026-09-29,14-D,351,359,10,8.115786,0.811579
2026-09-29,15-C,344,359,10,15.467142,1.546714
2026-09-29,15-C,351,359,10,7.841716,0.784172
2026-09-30,14-A,351,360,10,9.355825,0.935583
2026-09-30,17-C,351,360,10,9.188141,0.918814
2026-10-01,14-B,351,361,10,10.342772,1.034277
2026-10-03,15-C,358,363,10,5.016901,0.50169
2026-10-03,15-D,351,363,10,11.978344,1.197834
2026-10-03,15-D,358,363,10,4.880105,0.48801
2026-10-04,16P-D,351,364,10,12.930306,1.293031
2026-10-04,17-A,344,364,10,20.292048,2.029205
